-0.579744,-0.614022,0.302147,-1.974782,3.350335,1.305551,1.073575,0.777802
-0.003335,-0.321180,1.746848,3.361248,0.118566,0.110874,0.037058,1.926487
-0.394630,-0.149360,-1.609114,1.785646,0.786030,3.102667,0.392718,0.237578
-0.054777,0.303134,-1.505899,5.493512,0.096874,0.051154,0.048443,0.603234
0.166923,-0.049760,-2.386761,-3.714672,1.025386,0.264385,0.053560,0.470944
1.032157,0.093230,3.014114,4.747760,0.422594,0.550163,0.097700,0.805755
0.743407,0.417798,-0.002737,-1.249048,0.565973,0.432149,0.201234,1.450344
-0.282513,-0.245445,2.957043,-1.481351,0.893355,0.671299,0.114538,1.196805
0.327568,-0.189438,1.850615,-4.050008,0.194818,0.027638,0.020833,1.720730
0.372294,-0.289767,-1.041803,0.264418,0.100754,0.036042,0.024904,2.000000
-0.576449,0.386374,0.396788,-1.604839,0.509694,1.754429,0.221295,0.303602
-0.600051,0.066378,-1.243019,2.597083,1.027981,0.404010,0.403816,0.702012
0.082172,-0.102819,2.669771,-1.864463,0.625879,0.190404,0.064865,2.000000
0.577416,-0.230763,2.793311,-2.299013,1.288030,0.081763,0.040264,1.572025
-0.232515,0.453108,2.200729,-9.396674,0.052083,0.155362,0.020833,0.109032
-0.087871,0.150762,3.292223,2.620455,0.160907,0.046531,0.046568,0.723882
-0.104363,0.707967,-1.129893,-1.145746,2.330654,0.471107,0.121746,2.000000
1.064276,0.640800,-0.522059,-2.968624,1.310514,1.199996,0.655086,0.799910
0.716665,0.242052,-3.272262,4.247192,0.107196,0.354124,0.044505,1.631643
-0.116332,-0.094755,2.946684,-1.831307,0.144323,0.157792,0.030496,1.622191
0.076300,0.525824,1.184069,-2.427836,0.111264,0.056536,0.020833,0.487409
0.106541,-0.159360,-2.150127,-0.676916,0.217437,0.248759,0.083414,0.496625
-0.240370,-0.211090,-1.814343,1.522310,1.038433,0.060128,0.054826,2.000000
0.125312,-0.306847,4.111623,-1.127281,0.081300,0.020833,0.020833,0.497325
0.239095,-0.292553,-1.703559,-1.297344,0.065109,0.066138,0.032574,1.909509
-0.442485,0.728233,-2.608280,-2.005485,3.131214,1.203290,0.151120,1.718333
0.739481,-0.459720,-0.060403,4.391458,0.068468,0.252817,0.033944,0.556297
0.446352,0.364642,-0.211610,2.368699,1.599834,0.115024,0.057945,1.408103
-0.124971,0.092646,1.935584,-2.781411,0.118944,0.037344,0.020833,2.000000
0.055553,0.278082,1.431404,-1.241129,0.140417,0.042233,0.020833,2.000000
0.195050,0.467766,-2.140704,3.391147,0.121640,0.125819,0.020833,0.547440
-0.209255,-0.295588,-0.971660,12.206511,0.057592,0.027739,0.025064,0.741386
0.416222,0.390102,-0.419031,1.177750,0.233986,0.048790,0.020833,2.000000
-0.222876,0.319308,-3.046075,-0.505488,1.693811,0.316238,0.059369,0.642329
-0.396100,0.218039,-0.328101,-1.441625,0.866825,0.199627,0.047026,1.496790
0.576486,0.623532,-0.570600,0.296650,0.148844,0.128013,0.020833,1.230422
0.172893,-0.306933,-1.476948,3.849162,0.161952,0.055537,0.022403,2.000000
0.544546,0.027380,-2.823406,1.248511,0.136471,0.171003,0.049108,0.826853
-0.540338,0.349686,0.613791,-2.560048,0.483042,1.767763,0.241284,0.154012
-0.183788,0.193581,-1.890018,-1.121930,0.072103,0.057437,0.020833,0.344464
-0.300876,-0.466384,-2.211914,1.441697,0.327110,0.123261,0.022158,1.660485
-0.470165,-0.484987,0.277372,1.495578,0.742117,0.235969,0.051818,1.698069
-1.265817,0.782701,0.089158,-1.381760,1.170301,4.000000,0.510622,0.508706
0.183998,-0.180671,2.532557,-0.114817,0.104675,0.024024,0.023161,0.916643
-0.032083,0.070784,-1.205651,-0.367452,0.096111,0.023765,0.023745,1.664590
0.059258,-0.171951,-2.141293,-2.334633,0.276443,0.223807,0.081818,0.844398
-0.112543,0.577739,1.003075,1.578706,0.766020,0.418328,0.089739,1.962733
0.097944,0.190541,0.146983,-3.232498,1.126188,3.714244,0.554028,0.154207
