-0.545179,-0.633093,0.650960,-2.109637,3.456802,0.932340,0.931938,1.278056
0.373525,-0.058088,2.631344,-3.066133,0.089198,0.015078,0.015253,0.814183
0.109458,-0.302372,1.089358,-6.530920,0.104990,0.015842,0.015834,0.635887
-0.245189,-0.010525,0.206015,3.861854,0.549518,1.623827,0.274758,0.651742
0.469836,0.177525,0.516639,-2.260889,0.143886,0.061190,0.039794,2.000000
1.274143,-0.058316,-2.064770,-1.473663,2.508475,1.453662,0.390941,0.589361
0.116694,0.505965,1.216579,2.722264,0.595880,0.098661,0.018642,0.761304
0.301514,-0.200738,-4.221282,14.893509,0.047385,0.047723,0.023744,0.335099
0.553607,0.076950,-2.434717,5.303409,0.208976,0.173508,0.062440,0.702703
-0.414561,0.181168,2.801975,1.614731,0.077486,0.110728,0.015602,0.705998
-0.165376,-0.280177,-1.686890,2.266272,0.509751,0.299267,0.254837,0.455086
-0.325020,-0.385863,-1.756173,2.706900,0.083286,0.031276,0.017407,1.999981
0.170303,0.229820,1.480602,-1.023244,0.541441,0.324267,0.073440,1.255127
0.674601,0.072469,0.034466,-1.888173,0.555376,0.352878,0.115278,0.779187
-0.050392,0.377588,-3.716975,3.484098,1.145745,0.086968,0.086972,1.283754
0.325056,-0.328130,1.792106,-1.631096,0.072343,0.051099,0.015781,1.999959
0.096873,0.256066,1.651736,3.600211,0.067795,0.018253,0.017652,0.954711
-0.059486,0.299405,1.653877,-5.614227,0.096128,0.050135,0.043310,0.675827
0.053304,0.250635,-1.524092,-3.233684,0.106661,0.024023,0.024062,1.144921
-0.072006,-0.132940,3.272280,1.689373,0.644675,0.099037,0.023119,1.795803
-0.264418,-0.244456,1.685833,-1.491389,0.075526,0.047501,0.015724,0.692110
-0.274620,-0.250618,-1.283315,5.771046,0.079953,0.017458,0.017732,1.999997
-0.749450,0.198949,0.274849,1.496561,0.757116,2.865574,0.378545,0.344525
-1.104869,0.378351,-0.478637,-1.116196,1.085547,3.998462,0.523603,0.288067
-0.197937,-0.288541,-1.158868,-13.464401,0.087233,0.040009,0.015472,1.449124
0.780895,-0.133501,-2.451367,3.055907,1.185790,3.452449,0.431987,0.443143
0.740661,-0.492986,3.075894,-11.038207,0.059199,0.159393,0.020049,0.890218
0.739639,-0.022961,-3.162773,2.277498,0.179881,0.636624,0.089952,1.265369
-0.152368,-0.295778,-0.674562,4.188396,0.828497,0.363831,0.069737,0.558079
-0.261606,-0.238599,-1.108984,-4.618305,0.038977,0.027300,0.016346,0.631168
-0.319455,-0.391338,-1.750589,0.009290,0.060122,0.030109,0.030159,1.407951
0.183613,-0.282724,-1.861505,1.896771,0.105160,0.064323,0.019834,1.999955
-0.383480,-0.330157,3.436456,-5.828577,0.104372,0.044923,0.024277,0.728183
-0.358032,-0.503559,1.039835,-1.225852,0.487420,0.195587,0.067714,1.268511
-0.529938,-0.181891,-0.390141,-2.982380,0.214573,0.145260,0.050992,1.839147
0.155224,-0.293098,2.024071,2.184502,0.753738,0.386699,0.095307,0.582143
-0.248380,-0.398311,1.952718,-1.908072,0.077477,0.052147,0.021134,0.895906
-0.072528,0.524060,1.648849,-4.402373,0.853237,0.110593,0.028286,1.453017
-0.273102,-0.508290,1.084361,4.384082,0.119832,0.089728,0.015617,0.701807
0.460581,0.486682,2.695644,-3.709434,0.114347,0.052457,0.022181,1.999929
0.191412,-0.183433,-0.456148,-5.161408,0.241437,0.023139,0.015732,1.998453
0.241809,0.437231,-2.111017,2.978847,0.089956,0.074084,0.015548,0.504536
-0.724036,-0.267000,-0.373037,-1.038328,0.718060,0.068421,0.037489,1.997288
0.672437,-0.179247,-3.095785,6.411022,0.188803,0.144434,0.038845,1.999969
-0.839036,0.817999,-1.015041,2.694160,3.283462,3.604015,0.930170,0.543685
0.990637,0.608377,1.488472,-0.298646,1.206791,3.418618,0.603287,0.373595
0.244725,-0.256152,-1.542148,-3.223753,0.043416,0.033416,0.021730,0.502191
0.495970,0.097330,0.543585,0.261652,0.099278,0.110204,0.049642,0.772526
-0.656989,-0.511488,-0.062513,3.695807,0.857823,0.050670,0.026968,0.988260
-0.173669,0.299021,-0.829503,-4.507652,0.357091,0.043964,0.016722,1.998977
-0.272319,-0.326555,2.083886,2.984203,0.174555,0.169082,0.057425,1.078562
0.298828,-0.230946,-0.859140,-4.148458,0.244568,0.039439,0.039466,1.999521
0.585641,-0.201001,3.041193,-2.291986,0.193514,0.056670,0.047939,1.999756
-0.256120,-0.242187,3.006864,-0.889773,0.270873,0.555518,0.135379,0.641605
-0.504530,0.247868,-2.880505,-2.784687,0.251389,0.526347,0.082253,0.638947
-0.015264,0.100377,1.672840,-2.449216,0.127520,0.050739,0.018665,0.825716
0.349116,0.260406,-3.347556,2.773684,0.635903,0.126891,0.042164,1.998055
-0.318369,0.367664,-0.714007,-1.241703,0.119094,0.076161,0.015617,1.889910
-0.169434,0.199469,1.363218,1.878270,0.248888,0.049358,0.017120,1.999460
0.178022,-0.287854,-1.815715,-6.478003,0.065180,0.056056,0.029448,1.582715
-0.286875,0.368831,0.286470,1.899515,0.449702,1.792769,0.224853,0.393294
0.076873,-0.219470,1.654998,-1.628096,0.563574,0.333152,0.046466,0.852187
-0.265936,-0.322298,-4.188367,-0.200776,0.156177,0.099076,0.053516,1.999906
0.317904,-0.326800,1.782073,-4.070792,0.074504,0.061416,0.015607,1.748333
0.366632,0.303237,-3.391176,-0.353808,0.177408,0.197745,0.088704,0.632147
-0.455371,-0.000092,-3.281276,-3.266853,0.087171,0.050456,0.015576,1.301655
0.465916,0.154756,-3.103101,1.009084,0.127788,0.022426,0.019840,1.999929
-0.152486,-0.360442,-4.094515,2.084170,0.241428,0.037979,0.017973,1.998560
-0.236163,-0.337140,-1.265212,4.913675,0.119748,0.074603,0.030743,1.562748
0.346827,0.373431,3.788501,1.742457,0.353820,0.091085,0.018320,1.999199
0.051749,0.313648,1.092299,-1.648900,0.308442,0.047166,0.015610,1.910747
-0.129886,0.062791,-4.041020,3.819510,0.080043,0.015349,0.015503,1.533866
-0.560395,-0.227435,2.758923,0.601518,0.337510,0.277501,0.039283,1.999916
0.333952,0.243179,-3.105001,0.852322,1.545626,0.263646,0.048302,1.164458
0.276467,-0.182059,0.388251,-7.576708,0.069350,0.026408,0.026469,0.528553
-0.185777,0.235205,-4.465764,9.525176,0.112490,0.042003,0.015595,0.803229
0.000487,0.209640,1.682351,8.161567,0.267851,0.041168,0.016925,1.521913
0.061818,-0.238356,-1.764462,-7.895808,0.365777,0.047645,0.037902,0.735558
0.424767,0.139654,-1.721791,-0.241445,0.340358,0.217226,0.112230,0.465459
-1.094482,0.464777,-1.276080,1.087624,3.492306,0.543919,0.405205,0.337393
-0.455826,-0.180328,3.219565,-4.017011,0.073242,0.067245,0.015549,0.739240
-1.047381,1.104020,0.235050,3.103991,1.003770,2.549244,0.501871,0.464073
0.000580,0.080750,-1.482813,-4.321353,0.080047,0.015312,0.015495,1.867369
0.748829,0.090566,3.106254,5.241321,0.176798,0.660363,0.082547,1.997892
-0.772886,0.522424,0.327149,4.846943,0.603266,0.169998,0.031483,1.998851
-0.092883,0.208599,1.926651,1.478637,0.209428,0.027100,0.016505,1.999422
0.203182,1.005429,-3.808525,-3.962177,0.636341,0.542172,0.214499,1.687703
-1.119535,-0.203574,0.774827,0.585031,1.675761,2.154867,0.837377,0.136100
-1.040968,-1.112590,2.609946,-8.313838,0.217659,0.651425,0.083693,0.830628
0.315340,-0.255072,-1.131660,-6.506234,0.550632,0.048235,0.026349,1.999686
-0.744178,0.388469,0.304515,-0.800685,0.176248,0.067117,0.015680,1.062725
0.403977,-0.301815,-0.912425,-2.248069,0.056325,0.030406,0.015620,0.610932
0.172019,-0.132065,1.285379,-2.522656,0.742391,0.219153,0.124815,1.091797
0.752437,0.292027,3.084238,4.631413,0.070150,0.280486,0.035066,1.999942
0.460753,0.494041,-0.426809,0.732060,0.124125,0.094710,0.022591,1.999988
-0.488188,0.321256,3.282783,-0.737086,0.232445,0.395436,0.097704,1.966490
0.570596,-0.500203,-1.193287,-8.276601,1.187240,0.102741,0.058314,0.430859
0.473011,0.075687,-2.789774,-3.455661,0.055932,0.193269,0.024214,0.271498
-0.199429,-0.249476,0.598703,1.857396,0.058000,0.024532,0.024712,1.960406
-0.176401,0.050897,3.028799,-9.150146,0.090249,0.028051,0.017754,0.561482
-0.520471,-1.248324,-0.923009,-1.074731,0.785528,0.524565,0.392191,1.111786
0.309060,-0.226860,2.114942,-0.272215,1.455262,1.049546,0.212208,0.259178
0.728431,0.293046,-0.056596,-3.955872,0.062603,0.250682,0.031334,1.764121
-0.157461,0.256452,-1.123017,2.120037,0.244183,0.444248,0.122074,0.103008
0.478897,0.512194,2.730844,-1.684605,0.917383,0.568650,0.101161,1.330784
-0.508303,0.785410,2.110863,2.964374,3.118952,2.666905,0.626793,0.363451
0.555767,-0.301963,-0.332164,-5.973418,0.053740,0.073003,0.026873,0.195758
-0.368230,0.187250,-0.097468,-1.485228,0.517539,1.927066,0.258749,0.345610
-0.106435,0.088286,1.922490,1.945417,0.317351,0.055885,0.016708,1.999702
-0.572128,-0.351765,0.391791,-1.053586,0.111757,0.038612,0.038600,0.545333
0.235692,-0.150856,1.574662,-1.580154,0.607018,0.076102,0.053928,1.893898
-1.528216,0.396025,-4.713031,0.046679,1.800336,0.973625,0.374113,0.610666
0.161303,0.230160,2.912034,4.431304,0.210109,0.153040,0.098518,0.182816
-0.395541,-0.812322,2.992176,-8.697817,0.287158,1.018584,0.127855,0.964799
-0.494175,0.541291,0.109968,4.477058,0.221353,0.881861,0.110293,1.374915
-0.372775,-0.453092,3.940851,-3.560190,0.337411,0.083773,0.083773,1.999969
0.443600,-0.178761,-2.398073,-1.245540,0.151564,0.185534,0.075785,0.103055
-0.203198,-0.249756,-2.557133,1.815572,0.066070,0.031251,0.018853,1.999926
0.298782,-0.161030,1.347093,-5.039147,0.060864,0.034838,0.020572,1.786455
-0.001966,0.285519,-1.658587,-3.501260,0.365877,0.175887,0.085843,1.337857
-0.329274,0.343550,2.398726,-3.046286,0.087023,0.119494,0.020177,0.717977
0.530077,0.043388,2.989703,2.337941,0.197042,0.025656,0.025666,1.728264
-0.038417,0.229422,-2.353659,1.948157,1.433198,0.733453,0.107746,0.845698
0.636172,-0.178615,-0.018040,1.121660,0.152848,0.106621,0.073625,1.981516
0.151241,-0.204833,1.073475,8.427972,0.046946,0.034025,0.019719,0.566908
0.309951,-0.164384,-1.712229,-4.233414,0.083414,0.037901,0.015553,1.999930
0.830057,-0.102699,-3.180724,1.502647,1.324994,1.420395,0.177639,1.321812
-0.345608,-0.437461,-1.213060,-7.007565,0.323031,0.263748,0.161459,0.512001
